ID,State,Sex,Age_Group,COVID_Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths,Influenza_Deaths,Pneumonia_Influenza_COVID_Deaths
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,16,13,,0,21
1,New York,Female,50-64,97,69,42,0,124
1,New York,Female,65-74,224,133,90,,268
1,New York,Female,75-84,409,237,158,,490
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,10,,0,15
1,New York,Male,40-49,40,19,13,0,46
1,New York,Male,50-64,270,186,138,,319
1,New York,Male,65-74,448,270,199,0,519
1,New York,Male,75-84,646,399,295,,751
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,13,,,0,14
1,New York,Female,40-49,24,15,10,0,29
1,New York,Female,50-64,146,82,56,0,172
1,New York,Female,65-74,310,178,141,0,347
1,New York,Female,75-84,586,318,245,,660
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,22,,,0,26
1,New York,Male,50-64,184,109,78,0,215
1,New York,Male,65-74,276,192,141,0,327
1,New York,Male,75-84,339,233,164,0,408
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,21,17,14,0,24
1,New York,Female,50-64,100,77,55,0,122
1,New York,Female,65-74,191,132,87,0,236
1,New York,Female,75-84,315,203,132,0,386
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,11
1,New York,Male,40-49,18,12,,0,26
1,New York,Male,50-64,127,108,65,0,170
1,New York,Male,65-74,145,133,71,,208
1,New York,Male,75-84,171,158,74,0,255
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,,0,11
1,New York,Female,50-64,67,64,36,0,95
1,New York,Female,65-74,113,106,61,0,158
1,New York,Female,75-84,140,121,58,0,203
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,11,,,0,15
1,New York,Male,40-49,21,16,10,0,27
1,New York,Male,50-64,128,98,60,,167
1,New York,Male,65-74,108,104,54,0,158
1,New York,Male,75-84,102,155,63,0,194
1,New York,Female,0-17,,,0,0,
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,11,,,0,15
1,New York,Female,50-64,80,63,39,0,104
1,New York,Female,65-74,81,75,43,0,113
1,New York,Female,75-84,107,98,50,0,155
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,0,12
1,New York,Male,50-64,69,81,36,0,114
1,New York,Male,65-74,71,90,34,0,127
1,New York,Male,75-84,78,121,32,0,167
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,0,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,48,48,21,0,75
1,New York,Female,65-74,51,69,25,0,95
1,New York,Female,75-84,53,95,24,0,124
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,35,62,25,,73
1,New York,Male,65-74,31,63,13,0,81
1,New York,Male,75-84,28,77,12,0,93
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,,0,10
1,New York,Female,50-64,34,43,20,0,57
1,New York,Female,65-74,25,41,,0,59
1,New York,Female,75-84,21,60,,0,72
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,0,11
1,New York,Male,50-64,,48,,,54
1,New York,Male,65-74,22,78,,0,92
1,New York,Male,75-84,11,74,,0,81
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,15,40,,0,46
1,New York,Female,65-74,,45,,0,50
1,New York,Female,75-84,14,63,,0,71
1,New York,Male,0-17,,,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,10
1,New York,Male,40-49,,14,,0,18
1,New York,Male,50-64,61,76,28,0,109
1,New York,Male,65-74,54,84,27,0,111
1,New York,Male,75-84,54,118,27,0,145
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,0,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,,0,12
1,New York,Female,50-64,48,61,27,0,82
1,New York,Female,65-74,34,63,19,0,78
1,New York,Female,75-84,54,105,27,0,132
1,New York,Male,0-17,,,0,0,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,17,13,,0,22
1,New York,Male,40-49,22,18,13,0,27
1,New York,Male,50-64,115,89,54,0,150
1,New York,Male,65-74,87,111,48,0,150
1,New York,Male,75-84,115,153,64,0,204
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,17,15,10,0,22
1,New York,Female,50-64,72,75,41,0,106
1,New York,Female,65-74,80,92,43,0,129
1,New York,Female,75-84,106,125,57,0,174
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,19,,,0,21
1,New York,Male,40-49,26,22,16,0,32
1,New York,Male,50-64,135,120,78,0,177
1,New York,Male,65-74,130,140,67,,205
1,New York,Male,75-84,124,159,62,0,221
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,20,11,,0,25
1,New York,Female,50-64,71,62,43,0,90
1,New York,Female,65-74,84,86,37,0,133
1,New York,Female,75-84,97,118,43,0,172
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,16,,,0,17
1,New York,Male,40-49,29,20,16,0,33
1,New York,Male,50-64,143,116,70,0,189
1,New York,Male,65-74,162,167,98,0,231
1,New York,Male,75-84,151,185,85,0,251
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,16,10,,0,17
1,New York,Female,40-49,22,,,0,22
1,New York,Female,50-64,93,77,47,0,123
1,New York,Female,65-74,84,83,41,0,126
1,New York,Female,75-84,92,122,49,,166
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,24,11,,0,27
1,New York,Male,40-49,51,28,23,0,56
1,New York,Male,50-64,223,153,97,0,279
1,New York,Male,65-74,271,219,140,0,350
1,New York,Male,75-84,249,239,136,,353
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,14,,,0,17
1,New York,Female,40-49,24,21,14,0,31
1,New York,Female,50-64,146,105,72,0,179
1,New York,Female,65-74,214,160,106,,269
1,New York,Female,75-84,221,200,105,,318
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,14,,,0,17
1,New York,Male,30-39,25,18,13,0,30
1,New York,Male,40-49,57,27,24,0,60
1,New York,Male,50-64,313,180,143,,352
1,New York,Male,65-74,358,237,158,,440
1,New York,Male,75-84,446,305,192,,561
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,,0,10
1,New York,Female,30-39,18,10,,0,24
1,New York,Female,40-49,44,29,24,0,49
1,New York,Female,50-64,188,124,97,,216
1,New York,Female,65-74,286,179,141,,328
1,New York,Female,75-84,348,229,151,,428
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,21,14,,0,27
1,New York,Male,50-64,114,113,65,0,162
1,New York,Male,65-74,148,143,75,0,216
1,New York,Male,75-84,196,175,90,,282
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,10,10,,0,14
1,New York,Female,50-64,78,64,29,0,113
1,New York,Female,65-74,121,106,66,0,161
1,New York,Female,75-84,163,131,67,,228
1,New York,Male,0-17,,,0,0,
1,New York,Male,18-29,,0,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,0,11
1,New York,Male,50-64,40,57,19,,78
1,New York,Male,65-74,46,102,22,0,126
1,New York,Male,75-84,53,115,25,,144
1,New York,Female,0-17,,0,0,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,19,35,10,0,44
1,New York,Female,65-74,49,56,17,0,88
1,New York,Female,75-84,48,100,16,,135
1,New York,Male,0-17,0,,0,,
1,New York,Male,18-29,,0,0,0,
1,New York,Male,30-39,,,0,,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,22,53,10,,66
1,New York,Male,65-74,39,73,11,,103
1,New York,Male,75-84,55,102,19,,142
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,,0,0,0,
1,New York,Female,30-39,,,,0,11
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,16,42,,0,54
1,New York,Female,65-74,21,62,,,77
1,New York,Female,75-84,46,91,21,,118
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,0,0,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,29,39,,0,63
1,New York,Male,65-74,52,70,18,,106
1,New York,Male,75-84,90,118,34,,179
1,New York,Female,0-17,,,,,
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,16,26,,0,40
1,New York,Female,65-74,51,62,22,,93
1,New York,Female,75-84,82,100,19,,165
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,,
1,New York,Male,50-64,26,36,,0,53
1,New York,Male,65-74,44,70,14,0,100
1,New York,Male,75-84,58,105,22,,142
1,New York,Female,0-17,,0,0,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,19,40,10,0,49
1,New York,Female,65-74,26,43,,,65
1,New York,Female,75-84,35,77,10,,103
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,29,58,12,,76
1,New York,Male,65-74,28,64,11,0,81
1,New York,Male,75-84,57,105,17,0,145
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,10,25,,,34
1,New York,Female,65-74,29,45,,0,66
1,New York,Female,75-84,47,79,14,0,112
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,0,0,11
1,New York,Male,50-64,20,44,,0,57
1,New York,Male,65-74,45,78,10,0,113
1,New York,Male,75-84,51,93,20,,125
1,New York,Female,0-17,,,0,0,
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,11,21,,0,30
1,New York,Female,65-74,31,68,15,0,84
1,New York,Female,75-84,38,75,13,0,100
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,10,,0,17
1,New York,Male,50-64,29,50,11,0,68
1,New York,Male,65-74,41,81,13,,110
1,New York,Male,75-84,64,99,17,0,146
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,,0,12
1,New York,Female,50-64,12,30,,0,38
1,New York,Female,65-74,37,57,,0,87
1,New York,Female,75-84,49,66,10,,106
1,New York,Male,0-17,,,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,0,0,
1,New York,Male,40-49,,,0,0,10
1,New York,Male,50-64,24,51,,0,67
1,New York,Male,65-74,44,83,12,0,115
1,New York,Male,75-84,81,119,31,0,169
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,19,36,,0,49
1,New York,Female,65-74,35,62,,,90
1,New York,Female,75-84,74,105,23,,157
1,New York,Male,0-17,0,0,0,,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,0,,0,0,
1,New York,Male,50-64,22,43,,,59
1,New York,Male,65-74,40,68,12,,102
1,New York,Male,75-84,82,131,35,,180
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,,0,0,,
1,New York,Female,30-39,,0,0,0,
1,New York,Female,40-49,,,,,11
1,New York,Female,50-64,23,37,,0,53
1,New York,Female,65-74,42,51,11,,82
1,New York,Female,75-84,60,111,19,,157
1,New York,Male,0-17,0,,0,,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,,,0,,
1,New York,Male,40-49,,14,,,18
1,New York,Male,50-64,36,56,,17,101
1,New York,Male,65-74,61,104,23,12,153
1,New York,Male,75-84,101,165,39,22,248
1,New York,Female,0-17,,0,0,,
1,New York,Female,18-29,,,0,0,
1,New York,Female,30-39,,,,,11
1,New York,Female,40-49,,,,,12
1,New York,Female,50-64,27,55,10,15,87
1,New York,Female,65-74,33,70,,28,122
1,New York,Female,75-84,84,112,18,19,197
1,New York,Male,0-17,,,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,,,
1,New York,Male,40-49,,,,,12
1,New York,Male,50-64,35,69,10,10,103
1,New York,Male,65-74,55,88,19,,133
1,New York,Male,75-84,95,147,32,11,218
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,0,,0,,
1,New York,Female,30-39,0,,0,,
1,New York,Female,40-49,,,,0,16
1,New York,Female,50-64,21,44,,,61
1,New York,Female,65-74,34,69,12,,98
1,New York,Female,75-84,86,129,26,19,207
1,New York,Male,0-17,,,0,,
1,New York,Male,18-29,0,0,0,0,0
1,New York,Male,30-39,,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,24,40,,0,59
1,New York,Male,65-74,47,78,19,0,106
1,New York,Male,75-84,62,107,19,,151
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,18,27,,,38
1,New York,Female,65-74,33,57,,,82
1,New York,Female,75-84,45,89,11,,125
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,,41,,,47
1,New York,Male,65-74,31,72,,0,94
1,New York,Male,75-84,50,107,11,0,146
1,New York,Female,0-17,,,,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,15,36,,0,44
1,New York,Female,65-74,19,50,,0,62
1,New York,Female,75-84,53,84,13,0,124
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,10,57,,,64
1,New York,Male,65-74,27,71,,,91
1,New York,Male,75-84,25,117,,0,136
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,,31,,0,31
1,New York,Female,65-74,14,51,,0,60
1,New York,Female,75-84,21,84,10,,96
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,0,0,0,0,0
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,,46,,,48
1,New York,Male,65-74,,70,,,76
1,New York,Male,75-84,25,97,,,115
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,,25,,0,26
1,New York,Female,65-74,,46,,,52
1,New York,Female,75-84,11,94,,0,101
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,,53,,0,56
1,New York,Male,65-74,11,58,,0,64
1,New York,Male,75-84,15,76,,,89
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,0,,0,0,
1,New York,Female,50-64,,34,,0,35
1,New York,Female,65-74,,45,0,0,51
1,New York,Female,75-84,11,68,,0,77
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,0,10,0,,11
1,New York,Male,50-64,,25,0,0,27
1,New York,Male,65-74,,75,0,0,79
1,New York,Male,75-84,16,82,,0,92
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,0,,0,0,
1,New York,Female,50-64,,27,,0,29
1,New York,Female,65-74,,54,,0,57
1,New York,Female,75-84,,79,,,82
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,0,,0,0,
1,New York,Male,50-64,,31,,0,36
1,New York,Male,65-74,,52,,0,55
1,New York,Male,75-84,20,105,,0,117
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,,25,0,0,27
1,New York,Female,65-74,11,45,,0,52
1,New York,Female,75-84,23,87,10,0,100
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,0,0,0,0,0
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,0,0,
1,New York,Male,50-64,,19,,0,23
1,New York,Male,65-74,13,53,,0,62
1,New York,Male,75-84,33,56,12,0,77
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,0,0,0,0
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,,23,,0,26
1,New York,Female,65-74,,34,,0,38
1,New York,Female,75-84,12,53,,,63
